,10000,15000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,62000,65000,70000,75000,80000,85000,90000,95000,100000,105000,110000,115000,120000,125000,130000,140000,160000,180000,200000,240000
2023-09-28,0,0,0,0,0,0,0,0,0,0,0,0,51.35,51.68,52.46,53.13,51.56,0,0,52.5,53.52,0,0,0,56.15,0,0,0,0,0,0,0,0,0,61.19,0,0,0,0,63.59,0,0,0,0,62.64,0,67.56,67.77,0,71.43,0,0,0,75.32,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0,0,0,0,52.92,0,51.75,0,55.7,51.61,52.24,53.12,53.69,0,0,0,54.6,0,0,0,0,58.0,0,0,0,0,59.58,0,0,0,0,62.43,0,0,0,0,64.25,0,65.79,67.09,68.4,69.68,0,0,0,75.81,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.37,52.71,53.08,53.42,53.74,0,0,0,0,56.53,0,0,0,0,0,0,0,0,0,60.59,0,0,0,0,59.77,0,0,0,0,62.36,0,0,0,66.37,0,0,0,0,72.78,0,0,0,0,0,0,0,0,0,0,0
2023-10-01,0,0,0,0,0,0,0,0,0,0,0,51.86,0,50.21,50.2,0,0,0,0,53.5,53.51,0,0,0,57.53,0,0,0,0,59.04,0,0,0,0,0,0,0,0,0,63.49,0,0,0,0,0,0,0,66.91,69.4,71.48,0,0,0,75.58,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,68.59,0,0,0,0,55.51,53.46,0,0,0,0,0,52.5,53.39,53.03,53.21,53.98,52.99,53.26,54.83,54.5,54.29,0,0,56.72,0,0,0,0,58.19,0,0,0,0,59.41,0,0,0,0,62.13,0,0,0,0,62.86,0,64.29,65.61,66.98,68.79,0,0,0,72.75,0,0,0,74.3,0,0,0,0,0,0,0
2023-10-03,0,0,0,0,0,0,0,0,0,0,0,0,52.65,52.34,52.2,52.12,0,0,0,54.26,0,54.46,0,0,0,0,0,0,0,58.09,0,0,0,0,60.25,0,0,0,0,62.5,0,0,0,0,64.53,0,0,0,0,0,0,0,0,72.68,0,0,0,75.21,0,0,0,0,0,0,0
2023-10-04,0,0,0,0,0,0,0,0,0,0,0,0,52.44,0,52.54,0,51.92,0,54.09,0,0,0,0,0,0,0,0,0,0,58.62,0,0,0,0,59.95,0,0,0,0,63.51,0,0,0,0,64.32,0,0,0,0,69.5,0,0,0,74.12,0,0,0,77.19,0,0,0,0,0,0,0
2023-10-05,0,0,56.11,0,0,0,0,0,0,0,0,0,52.09,51.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.42,0,0,0,0,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.58,0,0,73.87,0,0,0,75.99,0,0,0,0,0,0,0
2023-10-06,0,0,0,0,0,0,0,0,0,0,0,51.84,0,0,51.11,51.63,0,52.78,0,0,54.04,0,0,0,55.13,0,0,0,0,57.24,0,0,0,0,60.2,0,0,0,0,61.48,0,0,0,0,64.67,0,0,0,0,68.76,71.01,0,0,73.93,0,0,0,75.73,0,0,0,0,0,0,0
2023-10-07,0,63.89,0,0,0,0,0,0,0,0,54.37,50.87,0,49.99,0,0,0,0,0,0,0,52.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.94,68.07,0,0,0,71.86,0,0,0,74.38,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0,0,0,0,0,52.47,0,0,0,0,0,0,53.55,0,0,0,0,55.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.19,0,0,0,0,0,0,74.66,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0,0,0,0,52.07,52.41,0,0,53.09,0,0,0,54.2,0,54.3,0,0,55.66,0,0,0,0,57.97,0,0,0,0,60.14,0,0,0,0,0,0,0,0,0,64.42,0,0,0,68.63,0,0,0,0,72.85,0,0,0,77.4,0,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0,0,0,0,0,0,0,52.2,0,0,0,0,52.09,0,0,0,0,0,0,55.19,0,0,0,0,58.41,0,0,0,0,0,0,0,0,0,62.73,0,0,0,0,63.76,0,65.99,68.03,0,0,0,0,0,73.44,0,0,0,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,0,0,0,0,0,0,0,0,0,51.37,51.8,52.01,52.41,0,52.23,53.29,53.49,53.0,53.86,0,0,55.41,0,0,0,0,58.14,0,0,0,0,60.7,0,0,0,0,63.29,0,0,0,0,64.74,0,0,68.14,0,70.37,0,0,0,74.2,0,0,0,76.9,0,0,0,0,0,0,0
2023-10-12,0,58.97,0,0,0,0,0,0,0,0,0,0,51.85,0,51.68,52.19,0,0,0,0,54.42,54.95,0,0,56.36,0,0,0,0,58.28,0,0,0,0,60.95,0,0,0,0,0,0,0,0,0,0,0,66.24,67.92,0,69.66,0,0,0,74.02,0,0,0,76.43,0,0,0,0,0,0,0
2023-10-13,0,0,0,0,0,0,0,0,51.94,0,0,51.1,0,0,52.08,0,0,0,52.57,53.86,53.47,53.98,0,0,55.59,0,0,0,0,58.18,0,0,0,0,60.3,0,0,0,0,63.76,0,0,0,0,0,0,0,0,67.93,0,0,0,0,74.86,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,0,0,0,0,0,0,0,0,0,0,0,0,51.29,0,51.49,52.68,52.09,52.6,52.2,52.62,52.21,53.91,0,0,54.53,0,0,0,0,0,0,0,0,0,60.8,0,0,0,0,0,0,0,0,0,0,0,67.01,0,0,0,0,0,0,73.5,0,0,0,75.61,0,0,0,0,0,0,0
2023-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.39,0,0,0,0,61.96,0,0,0,0,63.5,0,0,68.51,0,0,70.14,0,0,72.63,0,0,0,75.33,0,0,0,0,0,0,0
2023-10-16,72.04,0,0,0,0,0,0,0,0,0,0,51.06,52.0,52.17,51.11,50.66,50.75,50.88,53.0,53.25,53.03,55.59,0,0,54.16,0,0,0,0,58.22,0,0,0,0,58.41,0,0,0,0,62.13,0,0,0,0,63.62,0,65.43,0,67.33,67.79,69.75,0,0,73.85,0,0,0,74.29,0,0,0,0,0,0,0
2023-10-17,0,0,0,0,0,0,0,0,0,0,0,0,51.55,0,0,0,0,0,52.43,52.8,53.34,0,53.37,0,55.08,0,0,0,0,56.67,0,0,0,0,60.25,0,0,0,0,0,0,0,0,0,64.31,0,0,66.66,68.51,0,0,0,0,0,0,0,0,76.73,0,0,0,0,0,0,0
2023-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92,0,50.35,50.7,51.73,52.82,51.76,53.51,0,0,54.2,0,0,0,0,56.24,0,0,0,0,59.73,0,0,0,0,0,0,0,0,0,63.62,0,65.23,66.39,0,0,0,0,0,72.66,0,0,0,74.97,0,0,0,0,0,0,0
2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.69,50.9,0,0,53.55,0,0,0,0,54.65,0,0,0,0,57.05,0,0,0,0,0,0,0,0,0,61.61,0,0,0,0,64.74,0,65.33,67.72,68.5,0,0,0,0,72.64,0,0,0,75.31,0,0,0,0,0,0,0
2023-10-20,72.68,0,0,0,0,0,0,0,0,0,0,0,53.93,0,53.11,53.03,53.08,54.83,52.55,55.04,53.73,54.72,54.86,0,57.13,0,0,0,0,58.17,0,0,0,0,61.19,0,0,0,0,62.85,0,0,0,0,64.16,0,66.46,67.29,68.14,69.63,69.86,0,0,73.09,0,0,0,76.41,0,0,0,0,0,0,0
2023-10-21,73.46,0,0,0,0,55.26,53.69,0,0,0,0,0,0,0,0,0,0,0,53.61,54.58,0,0,0,0,55.94,0,0,0,0,0,0,0,0,0,60.47,0,0,0,0,0,0,0,0,0,64.48,0,67.27,67.1,0,69.92,0,0,0,0,0,0,0,76.61,0,0,0,0,0,0,0
2023-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.41,57.1,0,57.52,0,0,0,0,59.14,0,0,0,0,61.44,0,0,0,0,0,0,0,0,0,0,0,0,0,68.96,0,0,0,0,74.51,0,0,0,76.62,0,0,0,0,0,0,0
2023-10-23,81.56,0,0,0,0,57.55,57.16,0,0,0,0,0,54.7,55.71,54.4,0,57.95,57.98,56.06,57.26,55.93,56.59,57.17,0,57.32,0,0,0,0,59.22,0,0,0,0,63.02,0,0,0,0,63.98,0,0,0,0,65.03,0,66.81,67.2,69.55,70.56,0,69.82,0,70.14,0,0,0,77.81,0,0,0,0,0,0,0
2023-10-24,0,0,0,0,58.64,60.64,57.96,0,0,0,0,0,51.75,0,55.76,0,53.65,53.66,51.38,54.04,53.84,57.47,55.38,0,54.32,0,59.04,59.18,55.43,56.31,0,0,0,0,60.86,0,0,0,0,62.15,0,0,0,0,65.8,0,64.66,66.99,68.34,65.76,66.79,72.11,68.37,71.87,0,0,0,70.27,0,0,74.32,0,0,0,0
2023-10-25,68.67,0,0,0,58.39,0,0,0,0,0,0,0,57.26,0,56.91,0,0,0,56.96,56.75,55.76,57.33,57.21,56.37,57.51,56.14,56.3,0,57.29,59.72,59.34,0,0,0,59.61,0,0,0,0,61.09,0,0,0,0,64.05,0,62.72,0,64.12,67.01,66.06,0,67.73,70.99,0,0,0,74.36,0,0,76.12,0,0,0,0
2023-10-26,0,0,0,0,0,0,0,0,0,0,0,0,56.81,0,57.15,58.22,0,0,0,58.35,0,0,0,58.97,57.97,0,0,0,58.23,59.23,0,0,0,0,61.75,0,0,0,0,63.2,0,0,0,0,63.56,0,65.68,65.62,0,0,0,69.39,70.24,71.63,0,0,0,0,0,0,76.64,0,0,0,0
2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.53,0,0,57.06,55.7,0,0,0,56.7,56.76,57.27,0,0,56.98,0,59.53,0,0,0,0,61.04,0,0,0,0,62.07,0,0,0,0,63.26,0,64.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.14,0,0,0,0,0,0,0,55.77,0,56.91,56.88,57.39,57.51,0,0,0,0,0,0,59.73,0,0,0,0,60.95,0,0,0,0,0,0,0,0,0,67.78,0,0,0,70.13,0,0,0,72.68,0,0,76.23,0,0,0,0
2023-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.64,0,58.86,0,0,59.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.51,0,67.79,0,0,0,70.74,0,0,0,73.13,0,0,75.31,0,0,0,0
