,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-11,0,0,0,73.35,74.02,68.87,63.43,62.72,73.05
2021-07-12,0,0,0,81.04,66.92,79.23,94.02,91.0,125.46
