,18000,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-08-22,0,0,0,0,68.2,67.96,66.79,63.55,69.5,71.23,85.97
2022-08-23,0,0,0,0,0.0,0.0,54.0,48.94,70.38,79.83,0
