,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-26,0,0.0,0,24.53,21.7,21.54,29.52,39.1,0
2022-12-27,0,0,0,19.93,23.36,37.95,42.14,44.71,0
