,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000
2021-05-11,0,0,0,0,0,0,0,0,0,0,74.33,75.83,69.67,70.11,67.35,71.03,75.3,75.31,70.88
2021-05-12,0,0,0,0,191.56,193.39,174.61,157.35,139.42,115.45,132.36,131.85,138.9,103.27,170.65,312.43,368.71,296.51,67.25
