,10000,11000,12000,13000,14000,15000,16000,17000,17500,18000,18500,18750,19000,19250,19500,20000,20500,21000,21500,22000,23000,24000,25000,26000,27000,28000,29000,30000,32000
2022-09-29,0,0,0,0,0,0,0,0,0,71.62,0,0,68.99,0,0,66.91,0,64.55,0,63.78,63.5,64.55,65.99,68.32,70.14,72.97,0,73.72,0
2022-09-30,0,0,0,0,0,0,0,0,0,0,0,0,66.23,0,63.49,63.79,62.84,61.13,0,59.89,60.24,62.04,60.78,65.16,68.58,68.34,74.34,72.86,0
2022-10-01,0,0,0,0,0,0,0,0,0,0,64.82,0,62.76,0,60.85,61.84,60.2,58.38,0,57.49,60.22,60.52,60.06,0,0,0,0,77.53,0
2022-10-02,0,0,0,0,0,0,0,0,0,0,72.16,0,70.77,0,68.78,67.4,63.7,64.13,0,64.85,65.55,67.77,64.64,0,0,68.1,72.91,0,0
2022-10-03,0,0,0,0,0,0,0,0,0,0,0,0,66.44,0,63.4,59.74,60.27,59.31,0,59.38,59.35,61.49,62.92,65.96,75.29,69.13,0,0,0
2022-10-04,0,0,0,0,0,0,0,0,0,0,64.62,0,63.39,0,65.74,62.85,62.26,61.87,0,62.41,61.54,64.06,65.18,66.35,66.13,71.52,72.05,0,86.83
2022-10-05,0,0,0,0,0,0,0,0,0,69.62,0,0,65.1,0,64.69,63.06,63.3,60.61,0,60.37,60.56,61.86,65.45,65.4,72.06,71.86,73.46,0,0
2022-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.82,62.04,58.31,57.65,58.5,57.47,58.39,61.13,63.83,0,0,71.46,0,80.42,91.5
2022-10-07,0,0,0,0,0,0,0,0,0,0,59.63,0,58.17,0,57.11,57.18,56.7,55.17,55.78,56.78,61.64,62.23,64.04,64.73,69.97,0,0,89.48,0
2022-10-08,0,0,0,0,0,0,0,0,0,0,0,0,53.21,0,57.06,55.05,55.29,54.53,54.87,56.14,56.07,59.56,64.34,65.74,72.76,0,0,0,0
2022-10-09,0,0,0,0,0,0,0,0,0,0,0,0,64.73,0,61.92,60.04,60.61,60.53,61.79,61.58,61.54,62.76,67.32,69.89,0,0,0,0,0
2022-10-10,0,0,0,0,0,0,0,0,0,0,0,0,63.02,0,58.72,57.38,57.99,57.21,62.4,62.54,66.69,69.43,75.89,0,0,0,0,0,0
2022-10-11,0,0,0,0,0,0,0,0,0,0,66.35,0,63.36,0,59.98,59.09,59.92,61.1,60.16,64.27,66.47,71.21,71.1,82.79,0,0,0,0,0
2022-10-12,0,0,0,0,0,0,0,0,0,0,64.5,0,63.25,0,60.89,60.54,60.69,61.09,61.4,64.15,66.71,66.27,0,83.02,0,0,0,0,0
2022-10-13,0,0,0,0,0,0,0,0,63.64,60.26,61.11,0,55.46,0,54.76,54.08,54.97,56.51,59.02,61.48,69.77,77.25,78.5,87.78,0,0,0,0,0
2022-10-14,0,0,0,0,0,0,0,0,0,58.96,54.81,0,46.92,0,49.91,47.48,49.82,55.6,58.42,63.82,70.83,76.25,80.79,94.79,0,0,0,0,0
2022-10-15,0,0,0,0,0,0,0,0,0,0,47.82,0,48.08,0,47.4,48.4,48.93,53.22,58.55,52.85,67.54,0,0,0,0,0,0,0,0
2022-10-16,0,0,0,0,0,0,0,0,0,0,45.39,0,55.12,0,52.02,52.55,54.84,61.47,60.48,66.7,75.78,88.81,0,0,0,0,0,0,0
2022-10-17,0,0,0,0,0,0,0,0,0,0,56.64,0,51.16,0,46.38,50.77,53.36,57.93,61.06,61.18,76.5,0,0,0,0,0,0,0,0
2022-10-18,0,0,0,0,0,0,0,0,71.79,60.78,53.84,0,50.97,0,48.6,49.93,58.95,61.22,69.63,80.1,81.8,99.72,115.78,0,0,0,0,0,0
2022-10-19,0,0,0,0,0,0,0,0,0,39.83,42.69,0,41.56,0,40.31,44.5,62.3,71.36,75.73,0,0,0,0,0,0,0,0,0,0
2022-10-20,0,0,0,0,0,0,0,0,0,61.08,57.42,0,41.67,42.85,51.14,83.49,77.1,89.58,104.22,0,0,0,0,0,0,0,0,0,0
