,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-24,0,0,0,0,0,55.89,53.18,50.79,67.12,70.51
2022-04-25,0,0,0,0,91.29,70.25,54.31,55.28,67.13,0
