,24000,26000,27000,28000,29000,30000,31000,32000,33000,34000
2021-07-20,0,0,0,0,95.63,89.49,80.93,88.0,90.79,95.01
2021-07-21,0,0,0,0,81.59,0.0,84.74,77.76,86.85,105.19
