,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000
2021-01-18,0,0,0,118.77,118.14,117.04,125.91,120.25,126.05,140.16,147.73,131.97,138.74
2021-01-19,0,0,0,128.04,115.44,105.85,141.54,138.2,131.03,121.69,140.26,136.09,151.2
