,14000,15000,16000,17000,18000,19000,20000,21000,21500,22000,22500,23000,23500,24000,24500,25000,25250,25500,25750,26000,26250,26500,26750,27000,27500,28000,28500,29000,29500,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000
2023-08-24,0,0,0,0,0,0,0,0,0,0,0,45.65,42.72,40.42,40.29,0,0,38.05,0,36.6,0,37.01,0,37.52,38.46,39.65,40.8,42.06,0,45.02,0,51.88,56.52,56.37,56.33,62.93,64.9,67.0,0,0,0,75.34,0,76.53
2023-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.31,0,31.0,0,32.12,0,31.68,33.0,34.51,35.78,37.65,0,41.0,44.38,47.79,50.03,53.31,54.77,0,0,63.07,0,65.61,0,0,0,0
2023-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95,0,29.82,0,30.92,29.89,31.85,32.66,34.04,0,37.18,41.3,45.55,48.91,51.0,55.71,0,0,0,63.82,63.46,66.4,0,0,0
2023-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02,0,30.54,0,28.91,0,31.15,32.45,32.56,34.04,35.89,0,39.23,42.27,45.67,49.77,54.08,56.76,59.96,62.61,0,61.23,0,0,0,0,0
2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.88,0,31.45,0,32.7,0,31.64,32.39,33.96,35.8,36.56,0,40.65,43.8,47.39,50.04,53.36,0,0,0,63.84,67.7,66.83,0,0,0,0
2023-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.89,0,41.39,0,40.31,0,38.71,0,37.54,37.06,37.59,37.92,39.75,41.3,43.39,46.58,50.76,54.15,56.87,58.54,61.69,59.45,62.49,69.13,66.93,74.66,0,79.85,83.45
2023-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,35.2,34.9,36.55,37.09,37.97,39.8,41.28,45.04,48.03,52.5,55.49,56.33,60.36,62.6,0,62.95,0,0,0,0,75.67
2023-08-31,0,0,0,0,0,0,0,0.0,0,0,0,45.95,0,0,0,45.52,0,32.94,0,32.36,0,31.65,0,32.01,33.54,33.12,34.62,36.19,40.08,44.65,47.06,53.12,49.36,0,0,65.43,65.31,62.39,62.22,66.07,0,0,0,0
2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,0,0,30.49,0,29.01,0,29.44,0,28.65,30.79,32.73,36.3,37.35,40.01,43.32,46.05,50.13,54.01,54.86,56.42,60.46,65.01,0,0,0,0,0,0,0
2023-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.08,0,29.44,0,29.11,0,29.78,31.72,33.98,36.86,38.0,0,42.5,46.53,48.11,51.03,53.02,0,0,0,0,0,0,0,0,0,0
