,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000
2021-06-21,0,0,0,0,0,140.38,123.73,129.83,127.34,123.82,130.35,118.01,116.73
2021-06-22,0,0,0,0.0,111.47,140.38,124.53,120.05,112.51,117.44,144.96,204.76,143.54
