,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-07-09,0,0,0,0,59.2,59.2,57.43,57.67,56.35,75.15
2022-07-10,0,0,0,55.1,54.9,76.59,92.6,95.2,64.39,0
