,36000,37000,38000,39000,40000,41000,42000,43000,44000
2022-04-18,0,0,68.56,61.54,55.04,49.21,53.47,48.54,66.17
2022-04-19,0,0,0,75.55,58.1,45.6,41.04,65.66,76.69
