,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-14,0,0,0,52.91,52.04,45.63,45.06,45.7,55.86,68.63
2022-01-15,0,0,0,0,45.0,33.84,48.73,49.62,0,0
