,25500,26000,26500,27000,27500,28000,28250,28500,28750,29000,29250,29500,29750,30000,30250,30500,31000,31500,32000,32500,33000
2023-04-27,0,0,0,0,0,0,0,0,44.6,45.79,46.24,45.23,45.83,50.2,49.91,51.24,55.58,57.18,60.68,65.06,64.57
2023-04-28,0,0,0,0,0,0,0,0,40.01,40.09,25.27,25.95,27.56,34.5,37.5,42.63,55.8,62.5,71.91,71.56,0
2023-04-29,0,0,0,0,0,0,0,0,0,27.75,22.5,29.77,46.23,32.59,42.6,46.59,66.97,0,0,0,138.74
