,14500,15000,15500,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-11-19,0,0,0,0,46.93,41.87,40.38,50.52,45.87,45.78,43.5,61.18
2022-11-20,0,0,0,0,82.62,64.74,60.3,65.93,81.3,96.37,69.67,66.84
