,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-03-18,0,0,81.58,64.23,55.14,56.99,55.01,57.3,54.95,62.79
2022-03-19,0,0,0,0,0,70.43,45.73,54.65,67.89,76.37
