,17000,18000,18500,19000,19500,20000,20250,20500,21000,22000
2022-08-29,0,0,0,0,66.53,61.3,0,55.2,56.54,69.5
2022-08-30,0,0,0,84.72,75.67,56.2,54.27,70.9,79.71,89.7
