,20000,21000,22000,23000,24000,25000,25500,26000,26500,27000,27500,28000,28500,29000,29250,29500,29750,30000,30250,30500,30750,31000,31250,31500,31750,32000,32500,33000,33500,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000
2023-06-22,0,0,0,0,0,0,0,0,0,48.95,0,51.94,0,0,0,48.16,0,45.69,0,46.45,0,46.81,0,50.61,0,48.56,49.53,50.33,0,52.42,54.78,57.77,59.12,62.78,65.29,65.14,71.48,69.03,0,0,0,0,0,0,0,0,0
2023-06-23,0,0,0,0,0,0,0,0,56.1,55.21,53.58,51.93,50.52,50.14,0,49.63,0,48.94,0,47.24,0,47.88,0,48.13,0,48.4,50.03,50.05,0,53.76,55.68,58.8,61.72,63.76,66.93,67.31,68.51,68.82,0,74.93,74.5,0,0,0,0,83.93,83.43
2023-06-24,0,0,0,0,0,0,0,0,0,0,0,0,46.5,45.56,0,0,0,46.21,0,45.85,0,45.1,0,46.74,0,46.55,48.77,50.17,49.87,51.9,54.19,57.41,59.86,61.6,0,64.68,67.86,69.79,0,74.6,75.32,77.53,0,0,0,0,87.42
2023-06-25,0,0,0,0,0,0,0,0,0,50.99,49.62,48.13,47.3,46.46,0,45.91,0,44.92,0,44.59,0,45.28,0,46.42,0,46.35,47.02,48.66,49.39,51.03,53.37,54.47,58.72,60.12,61.48,62.38,0,0,0,0,0,0,0,0,0,0,0
2023-06-26,0,0,0,0,0,0,0,0,51.87,50.67,47.76,48.59,47.3,46.08,0,42.48,0,44.06,0,45.78,0,45.84,0,46.12,0,46.62,47.36,48.58,49.25,50.52,53.01,55.04,58.48,60.32,64.24,68.46,0,69.44,71.45,0,0,0,0,82.14,0,0,0
2023-06-27,0,0,0,0,0,0,0,0,0,50.23,49.15,47.82,46.54,45.45,0,45.28,0,44.91,0,44.16,0,44.2,0,45.04,0,45.71,45.85,47.54,47.87,49.86,52.49,53.41,58.07,60.56,59.62,64.61,0,69.54,0,77.12,74.63,78.15,0,0,0,0,0
2023-06-28,0,0,0,0,0,0,0,0,0,48.04,45.57,43.67,0,0,0,44.61,0,44.18,0,44.05,0,44.93,0,45.61,0,46.45,47.03,48.03,49.99,51.26,52.93,54.65,57.39,62.45,61.86,62.89,63.82,67.92,68.43,0,0,0,0,0,0,0,0
2023-06-29,0,0,0,0,0,0,0,0,0,0,0,0,43.87,0,0,0,0,42.91,0,38.44,0,42.2,0,39.93,0,43.53,42.05,43.22,44.63,46.08,49.68,54.26,55.57,58.58,0,64.38,63.98,0,0,0,0,0,0,0,0,0,0
2023-06-30,0,0,0,0,0,0,0,0,0,0,0,0,44.99,37.4,0,41.99,0,40.62,0,41.2,0,41.61,0,41.83,0,43.76,44.62,46.59,47.94,48.38,52.67,53.86,54.76,58.48,65.52,66.75,63.15,0,0,74.92,0,0,0,0,0,0,0
2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,0,41.28,0,38.96,0,39.65,0,40.26,0,41.72,42.87,44.29,0,47.28,48.73,51.34,55.35,61.49,0,63.1,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,0,0,0,0,0,0,0,0,0,0,0,0,42.76,0,0,0,0,40.73,0,42.95,0,43.21,0,44.6,0,46.01,47.21,48.08,48.89,49.13,53.84,54.91,53.84,0,65.85,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.66,0,42.56,0,44.45,0,45.27,0,46.47,48.18,49.08,49.07,51.69,54.17,56.56,60.02,60.76,62.77,66.01,0,73.08,0,0,0,0,0,0,0,0,0
2023-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91,0,41.98,0,41.83,0,41.88,0,43.36,44.29,45.16,47.73,49.35,53.45,53.92,54.79,61.43,63.29,65.65,72.96,0,0,0,0,0,0,0,0,0,0
2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.06,0,43.8,0,43.29,0,43.91,0,43.92,44.3,44.7,45.61,47.41,52.09,50.0,57.77,59.0,65.32,71.51,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,0,0,0,0,0,62.64,0,67.2,0,0,0,51.7,0,0.0,0,44.07,0,41.59,0,41.47,0,42.94,0,43.74,0,44.54,47.27,49.04,50.87,50.43,54.04,58.85,59.23,64.21,72.24,69.62,0,0,85.41,0,0,0,0,0,0,0,0
2023-07-07,0,0,0,0,0,0,0,0,0,49.92,47.11,0,44.39,41.69,0,39.05,0,38.0,0,36.93,0,39.56,0,40.76,0,43.64,45.59,46.16,48.53,54.85,57.84,63.01,66.13,0,77.04,0,79.77,0,90.78,98.28,0,0,0,0,0,0,0
2023-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,0,34.88,0,36.53,0,37.35,0,38.09,41.64,44.9,48.78,51.89,60.74,68.79,69.16,73.43,74.34,81.58,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,0,0,0,0,0,0,0,0,0,0,54.63,0,38.22,0,0,0,0,39.69,0,37.83,0,40.43,0,41.4,0,44.09,45.91,52.69,52.42,55.92,65.44,66.53,82.05,87.95,78.88,85.88,89.43,0,0,0,0,0,0,0,0,0,0
2023-07-10,0,0,0,0,0,0,0,0,0,0.0,69.68,26.63,0.0,48.47,0,41.82,0,43.54,0,40.79,0,42.92,0,45.47,0,48.83,52.9,56.5,56.48,61.33,68.08,76.89,76.79,92.73,89.97,99.7,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,0,0,0,0,0,0,0,0,0,0,68.79,0,46.49,0,0,0,0,39.44,0,39.66,0,41.35,0,43.56,0,47.59,51.79,54.91,58.79,64.88,78.6,78.57,86.1,93.75,105.01,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,0,0,0,0,0,0,0,0,0,0,75.46,0,44.16,50.74,0,39.18,0,36.18,37.94,32.12,36.63,35.89,40.84,40.59,0,48.95,57.37,65.87,71.69,75.83,87.58,92.21,111.13,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,0,0,0,0,0,159.35,0,137.51,0,0,0.0,0,54.37,0,0,64.38,0.0,0.0,61.7,60.52,61.08,50.51,42.16,45.83,50.38,54.52,68.08,81.58,91.01,107.18,138.31,134.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
