,13000,14000,14500,15000,15500,16000,16250,16500,16750,17000,17250,17500,17750,18000,18500,19000,20000
2022-11-11,0,0,0,0,0,111.72,90.33,95.76,85.72,82.03,78.01,75.66,81.25,85.65,89.81,97.37,113.91
2022-11-12,0,0,0,0,0,0,109.04,87.69,59.65,49.75,61.35,73.71,79.36,108.48,99.06,99.61,0
