,22000,22500,23000,23500,24000,24500,25000,25500,26000,27000
2022-08-12,0,0,0,56.92,53.76,52.28,51.73,0,59.54,85.25
2022-08-13,0,0,0,0,42.71,41.72,51.68,56.57,58.91,83.2
