,37000,38000,39000,40000,41000,42000,43000,44000,45000
2022-04-19,0,0,0,55.97,51.41,45.46,43.24,46.88,70.86
2022-04-20,0,0,0,0.0,52.48,42.52,70.2,53.31,0
