,15000,17000,18000,19000,20000,21000,22000,23000,23500,24000,24500,25000,25500,26000,26500,27000,27500,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,33750,34000,34250,34500,34750,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000
2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,31.85,32.53,33.44,34.2,36.35,36.11,37.6,38.89,0,41.82,0,0,45.45,0,0,0,47.75,0,0,0,50.49,0,0,0,52.69,0,0,0,54.73,0,0,0,0,64.19,65.48,63.54,0,0,0,0,0,0,0,0,0,0
2023-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84,39.88,38.68,34.58,35.5,37.34,36.49,36.51,37.85,38.53,40.42,41.85,43.07,44.96,0,0,47.69,0,0,0,50.49,0,0,0,52.13,0,0,0,54.66,0,0,0,57.19,60.01,60.86,65.08,66.56,0,0,71.25,67.81,70.75,0,0,0,0,0,0,0,0
2023-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.29,36.59,36.53,38.73,40.02,41.32,42.43,43.96,45.35,46.5,0,0,48.8,0,0,0,50.99,0,0,0,55.07,0,0,0,54.93,0,0,0,56.35,59.92,60.76,61.15,65.2,0,0,0,64.44,0,0,0,0,0,0,0,0,0
2023-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.92,41.73,43.21,45.63,44.51,46.26,47.19,48.56,0,0,52.63,0,0,0,55.04,0,0,0,56.97,0,0,0,0,0,0,0,59.43,60.76,0,67.57,0,63.91,0,73.5,72.66,74.0,75.87,78.26,0,0,0,0,0,0
2023-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.78,0,0,45.57,62.03,53.47,58.83,60.67,60.7,58.4,55.17,54.15,54.18,54.95,0,55.81,0,0,0,61.06,0,0,0,57.78,0,0,0,62.27,0,0,0,65.62,68.57,69.56,72.31,74.65,80.45,81.79,78.24,77.25,81.25,0,83.0,91.99,0,0,0,0,0
2023-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.77,60.49,0,55.34,57.64,54.28,51.71,61.14,54.42,53.49,50.92,52.25,0,50.27,0,53.23,0,51.89,0,52.36,0,53.32,0,53.9,0,54.07,0,55.15,0,56.46,57.34,59.73,61.17,63.72,65.0,67.82,68.86,70.11,82.64,84.38,86.35,87.66,85.04,91.37,91.96,93.08,86.23
2023-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.93,0,0,52.59,54.85,56.21,0,55.1,0,54.49,0,56.68,0,57.52,0,57.82,0,59.63,0,60.03,0,61.01,0,61.81,63.24,64.66,66.58,69.06,70.51,73.37,73.64,73.62,77.49,79.07,82.1,76.83,0,84.81,85.2,0,87.72
2023-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.94,0,0,62.14,51.45,59.53,51.73,54.79,0,0,0,55.74,51.16,0,51.71,0,51.2,0,52.14,0,56.05,0,53.27,0,55.11,0,58.44,0,54.94,0,56.69,58.46,61.31,62.29,63.67,68.23,71.35,69.29,0,79.94,0,0,85.71,0,0,80.68,0,0
2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,0,48.72,47.81,41.4,42.81,42.88,43.63,0,40.92,0,42.36,0,42.44,0,46.07,0,45.73,0,46.85,0,47.22,0,48.48,0,50.35,53.2,53.71,55.87,61.26,62.22,65.58,68.76,68.26,0,74.33,73.51,0,76.08,0,82.3,0,0
