,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-23,0,0.0,0,31.78,19.24,24.25,27.73,44.62,61.59
2022-12-24,0,0,0,26.39,22.56,23.29,37.89,44.79,0
