,16000,17000,17500,18000,18500,18750,19000,19250,19500,19750,20000,20500,21000
2022-09-19,0,0,0,61.52,73.22,0,68.87,0,64.48,0,60.87,66.59,69.98
2022-09-20,0,0,0,0,97.57,75.08,70.41,63.18,79.06,86.76,76.56,65.04,0
