,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-02-11,0,0,0,0,0,0,69.32,60.1,62.35,62.44,68.64,60.54
2022-02-12,0,0,0,0,0,81.49,62.14,45.58,83.72,73.17,0,0
