,10000,15000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,60000,62000,64000,65000,66000,68000,70000,72000,74000,75000,78000,80000,85000,90000,95000,100000,105000,110000,115000,120000,140000,160000,200000
2023-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.31,0,0,52.62,0,0,0,0,0,0,0,0,0,0,55.15,0,0,0,0,57.5,0,0,0,0,58.34,0,0,0,60.13,0,0,60.8,0,0,62.17,0,0,63.17,0,64.25,0,0,0,0,0,0,0,73.66,0,0,0
2023-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.67,51.67,0,0,0,52.41,52.69,53.12,0,55.61,0,0,0,0,54.72,0,0,0,0,0,0,0,0,0,0,0,0,0,61.83,0,0,0,0,0,0,0,0,0,0,0,0,0,69.65,69.53,0,0,0,71.21,0,0,0
2023-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.76,0,0,0,48.97,0,0,0,0,53.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.44,0,70.97,0,0,0,71.87,0,0,0
2023-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.58,52.14,52.23,0,0,0,0,0,0,0,53.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.93,0,0,0,73.25,0,0,0
2023-06-26,0,0,0,0,56.34,0,0,0,0,0,0,0,0,0,0,51.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.38,0,0,0,73.58,0,0,0
2023-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.28,51.8,52.63,52.71,52.82,0,0,0,0,0,52.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.64,0,0,0,0,0,62.32,0,0,0,0,64.94,0,0,0,0,0,0,0,72.11,0,0,0
2023-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.98,0,52.75,53.73,0,0,0,0,0,0,54.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.34,0,0,0,0,0,0,0,0,0,0,65.34,0,0,0,69.43,0,0,0,72.25,0,0,0
2023-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.44,50.46,0,0,0,51.25,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,57.27,0,0,0,0,0,0,0,0,58.85,0,0,0,0,0,62.78,0,0,64.24,0,64.74,0,0,67.91,69.63,0,0,0,72.22,0,0,0
2023-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.22,50.28,50.57,48.59,0,51.84,0,0,0,53.33,51.99,52.59,0,0,0,53.32,0,0,0,0,55.34,0,0,0,0,0,0,0,0,59.07,0,0,0,0,0,0,0,0,0,0,64.46,0,65.38,0,68.25,0,0,0,0,0,0,0
2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,0,0,0,51.26,0,0,0,0,51.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.61,0,0,0,0,0,0,0,0
2023-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.27,0,0,0,0,0,52.21,52.45,0,0,0,54.01,0,0,0,0,55.11,0,0,0,0,56.96,0,0,0,0,0,0,0,0,0,62.45,0,0,0,0,0,0,0,66.93,0,0,0,0,0,0,0,0
2023-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.35,0,0,52.15,0,0,52.85,53.02,53.61,53.04,0,0,0,54.84,0,0,0,0,56.2,0,0,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0,63.53,0,0,0,0,67.76,68.81,0,0,0,70.4,0,0,0
2023-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.51,52.79,0,0,0,0,0,54.52,0,0,0,0,0,0,0,0,0,56.71,0,0,0,0,58.57,0,0,0,59.52,0,0,0,0,0,61.55,0,0,0,0,64.8,0,0,66.35,67.97,0,0,0,70.8,0,0,0
2023-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.31,52.45,53.64,0,0,0,0,0,0,0,54.33,54.16,0,0,0,0,0,0,0,0,58.14,0,0,0,0,0,0,0,0,60.76,0,0,0,0,0,0,0,0,0,0,65.24,0,0,0,69.05,0,0,0,70.08,0,0,0
2023-07-07,0,0,0,0,56.36,0,0,0,0,0,0,0,0,0,53.75,0,0,54.11,0,0,54.66,0,0,0,53.65,0,0,0,0,0,0,0,0,0,58.68,0,0,0,0,59.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,0,0,67.91,69.81,0,0,0,0,0,0,0
2023-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.19,0,0,0,0,54.32,0,0,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.85,0,0,0,71.25,0,0,0
2023-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.45,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,0,0,0,69.35,0,0,0,0,0,0,0
2023-07-10,0,0,0,0,0,0,0,0,0,53.18,0,0,0,0,52.88,52.45,53.13,0,0,0,0,0,0,0,54.08,0,0,0,0,55.82,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,61.01,0,0,0,0,0,0,0,65.04,0,0,0,67.28,0,0,0,0,0,0,0
2023-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.27,52.58,52.75,0,53.05,53.37,0,53.14,53.4,53.9,54.16,0,0,0,55.33,0,0,0,0,56.67,0,0,0,0,57.67,0,0,0,0,0,0,0,0,0,0,0,0,62.77,0,63.87,0,0,67.74,67.56,0,0,0,71.2,0,0,0
2023-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.04,0,0,0,0,52.73,0,0,0,0,53.02,54.19,0,0,0,55.08,0,0,0,0,55.84,0,0,0,0,57.67,0,0,0,58.44,0,0,59.58,0,0,61.14,0,0,62.32,0,0,0,0,0,0,0,0,0,70.63,0,0,0
2023-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.15,0,0,0,0,52.93,53.38,0,0,0,54.62,0,0,0,0,55.86,0,0,0,0,56.42,0,0,0,58.11,0,0,60.52,0,0,61.87,0,0,0,0,64.3,0,68.04,70.47,67.57,0,0,0,70.91,0,0,0
2023-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.32,0,0,0,53.23,0,0,0,53.38,0,0,50.8,0,0,55.02,0,0,0,0,0,0,0,0,0,0,0,0,0,59.81,0,0,0,0,0,0,0,0,0,0,63.4,0,65.14,66.17,68.55,0,0,0,70.51,0,0,0
2023-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.49,51.81,0,0,0,0,53.24,52.5,0,52.31,52.54,52.9,0,0,0,53.98,0,0,0,0,56.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.68,66.55,0,0,0,0,0,0,0,0
2023-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.75,0,0,0,0,0,0,0,0,52.99,0,0,0,0,0,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.41,0,0,0,0,0,0,0,0,0,53.39,53.8,0,0,0,0,0,0,0,0,56.3,0,0,0,0,57.74,0,0,0,59.51,0,0,0,0,0,61.54,0,0,0,0,64.1,0,66.41,0,66.34,0,0,0,0,0,0,0
2023-07-18,0,0,0,0,54.43,0,0,0,0,0,0,0,0,0,0,50.96,0,0,0,0,0,0,53.07,0,53.85,0,0,0,0,0,0,0,0,0,57.24,0,0,0,0,58.47,0,0,0,60.47,0,0,62.23,0,0,62.4,0,0,63.73,0,65.12,0,0,67.74,0,0,0,0,0,0,0,0
2023-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.21,51.31,0,0,0,52.94,0,0,0,0,0,0,54.97,0,0,55.28,0,0,0,0,56.88,0,0,0,0,58.54,0,0,0,60.03,0,0,61.51,0,0,62.92,0,0,64.14,0,0,0,0,67.22,0,0,0,0,71.93,0,0,0
2023-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.04,0,51.92,0,0,0,0,0,0,0,53.76,0,54.35,0,0,0,0,0,0,0,57.24,0,0,0,0,0,0,0,0,0,0,0,61.76,0,0,0,0,0,0,0,0,0,68.18,0,0,0,0,0,0,0,0,0
