,10000,15000,20000,25000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,65000,70000,75000,80000,85000,90000,95000,100000,105000,110000,115000,120000,125000,130000,135000,140000,150000,160000,180000,200000,240000,300000
2023-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,0,0,0,63.0,64.18,63.75,65.59,65.52,0,0,0,0,70.0,66.37,0,0,0,0,0,0,70.17,73.24,0,0,0
2023-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.58,0,0,60.64,60.89,61.82,61.03,61.28,60.6,0,60.82,0,59.87,61.51,0,0,0,0,0,0,61.0,0,0,0,62.56,0,64.12,64.42,0,65.42,66.34,66.34,0,0,0,67.68,70.41,0,0,70.68,0,72.4,75.53,0,0,0
2023-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.77,61.41,61.81,61.14,0,62.41,0,0,0,0,0,0,0,0,0,62.28,0,0,0,0,62.83,0,63.9,67.86,64.42,0,67.81,69.09,0,0,0,0,0,0,0,0,73.12,74.47,0,0,0
2023-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.77,0,0,0,62.32,61.86,0,0,61.14,61.68,60.08,0,0,0,0,0,0,0,0,0,63.19,0,0,0,0,62.89,0,0,64.24,0,0,67.32,0,0,0,0,0,0,0,0,0,0,73.89,0,0,0
2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.83,0,0,0,62.23,0,62.8,0,0,0,63.93,62.53,0,0,0,0,62.95,0,0,0,63.5,64.7,0,67.33,0,0,68.62,68.13,0,68.79,70.19,69.41,69.5,0,0,71.35,0,74.7,75.37,0,0,0
2024-01-02,0,0,0,0,0,61.19,0,0,0,0,0,0,0,0,0,0,61.13,0,0,0,0,61.81,0,0,0,0,63.21,62.13,60.96,61.81,62.48,62.27,62.26,62.79,61.84,62.35,61.92,63.02,0,0,62.93,67.56,64.75,64.32,64.05,65.94,66.31,65.63,67.92,0,70.78,67.92,67.81,0,0,71.75,0,71.47,73.57,0,0,0
2024-01-03,0,0,0,63.99,0,0,0,0,0,0,0,0,0,0,0,0,61.82,0,0,62.65,63.29,61.58,68.01,0,61.73,61.0,62.98,0,0,0,61.44,0,61.48,0,0,0,64.48,0,0,0,64.6,66.28,0,66.05,65.26,68.08,65.88,67.9,0,0,0,71.17,0,0,0,0,0,73.11,76.21,0,0,0
2024-01-04,0,0,0,0,0,0,65.81,65.14,0,0,0,0,0,0,0,0,62.41,0,0,0,0,0,62.67,0,0,0,63.95,0,0,63.91,0,0,64.21,64.12,0,0,0,0,0,0,64.03,66.03,65.26,65.92,0,66.58,0,68.52,68.25,68.7,69.12,69.92,69.97,70.64,0,0,0,74.08,76.14,0,0,0
2024-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.91,0,0,0,0,0,0,0,63.29,0,62.41,0,0,0,0,0,0,64.77,0,0,0,65.29,0,0,64.89,0,66.72,65.46,66.04,68.07,0,68.4,0,0,0,70.34,70.8,0,0,0,0,72.95,76.14,0,0,0
2024-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,0,0,63.43,64.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.86,0,0,0,0,0,0,0,0,0,72.72,0,0,0,0
2024-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.71,0,0,0,0,0,0,0,63.19,64.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.94,0,0,0,0,0,0,0,0,0,75.06,76.52,0,0,0
2024-01-08,0,0,0,68.17,0,0,0,68.79,0,0,0,0,0,0,0,0,64.03,0,0,0,0,64.78,0,0,0,63.47,64.19,0,0,0,65.18,63.95,63.35,0,0,0,65.43,0,0,0,0,66.61,65.7,67.48,69.25,67.18,0,69.5,0,0,70.66,70.65,70.44,0,71.19,71.79,0,74.03,75.52,0,0,0
2024-01-09,0,0,0,64.2,0,0,0,0,0,0,0,0,60.48,0,0,0,62.13,0,0,0,60.48,0,60.62,61.27,61.25,61.63,61.22,59.08,61.33,0,0,62.09,0,60.75,61.55,0,64.16,0,0,0,63.56,64.25,63.66,65.93,64.38,66.34,67.28,67.3,0,68.55,0,69.35,69.97,69.81,70.34,0,0,0,0,0,0,0
2024-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.52,0,0,0,0,60.69,63.02,0,61.21,0,64.45,0,0,0,0,64.79,0,62.48,0,0,63.62,0,0,63.0,63.04,63.86,0,66.69,0,65.74,0,67.96,0,0,0,68.41,0,70.16,0,0,0,0,75.71,0,0,0
2024-01-11,0,0,0,70.49,71.34,70.54,70.15,62.55,69.47,68.93,67.65,68.03,67.62,67.33,0,0,61.48,0,0,0,64.97,64.79,64.54,61.3,59.75,61.35,61.62,63.92,61.47,61.88,63.42,61.86,63.64,63.61,63.94,63.42,62.69,64.08,61.39,64.2,61.82,63.39,65.62,64.54,64.88,67.34,65.99,67.09,68.9,69.38,69.76,70.26,70.76,69.99,71.57,71.93,0,73.47,75.58,0,0,0
2024-01-12,0,0,0,64.75,54.75,55.02,60.6,63.75,55.16,54.94,55.18,55.27,55.42,55.61,0,0,59.05,0,0,0,57.39,58.84,57.92,58.16,59.18,62.07,59.21,58.58,58.99,59.18,58.93,58.95,58.91,58.96,58.99,59.04,61.06,59.32,59.39,60.63,61.94,61.52,61.21,63.33,62.31,65.25,64.81,66.37,64.5,64.85,65.32,66.62,68.02,66.58,67.06,67.41,0,69.4,70.69,73.45,0,0
2024-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.86,0,0,0,0,59.71,58.31,0,0,0,61.27,0,61.3,60.47,59.15,0,0,0,60.02,0,64.29,0,0,0,62.43,0,62.73,63.3,65.21,0,0,67.33,0,0,0,0,67.72,0,0,0,0,0,0,74.66,0,0
2024-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,58.6,0,0,0,59.31,59.31,0,0,0,60.06,60.17,0,58.93,0,60.69,0,60.63,0,0,0,0,0,0,0,61.75,62.8,63.5,0,0,0,62.89,0,0,0,67.63,0,0,0,0,0,71.61,0,0,0,0
2024-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.72,0,0,0,0,58.99,58.84,60.05,59.99,0,59.31,60.56,60.56,0,0,0,0,0,0,0,0,0,0,0,0,62.28,0,63.37,63.6,0,0,0,0,0,0,67.63,67.92,0,0,0,0,0,0,74.34,0,0
2024-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.55,0,0,58.48,0,60.01,59.07,0,0,0,59.06,0,0,0,0,60.89,59.98,59.61,59.84,0,0,0,0,0,61.78,62.24,63.71,0,63.87,0,0,66.09,0,0,0,0,67.58,0,0,68.56,0,71.27,73.16,73.96,0,0
2024-01-17,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,58.18,0,0,59.11,0,0,57.64,59.46,58.35,58.15,58.84,0,0,60.3,0,59.15,0,59.58,0,0,60.13,0,0,0,61.28,61.81,62.13,62.98,63.75,0,64.56,66.29,0,65.52,0,0,66.8,0,0,0,0,0,72.12,72.9,0,0
2024-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.12,58.06,0,0,0,57.83,57.22,0,57.37,0,57.58,57.87,0,57.54,0,57.95,56.89,56.68,57.78,58.19,58.34,0,0,0,60.06,59.85,60.53,61.66,61.82,61.48,61.26,63.74,64.45,64.37,64.64,65.46,65.09,66.35,0,67.8,0,0,0,0,0,0
2024-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,57.54,0,0,56.87,56.5,57.47,57.58,57.51,57.58,0,56.69,57.99,0,0,57.69,0,0,0,0,59.0,59.36,0,0,59.05,58.88,61.07,60.18,0,63.6,0,64.9,0,0,0,66.63,0,0,0,0,0,0,71.53,72.66,0,0
2024-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.59,0,0,0,0,57.25,0,0,0,0,57.02,0,0,57.96,59.07,57.54,0,0,0,58.3,59.64,60.45,0,61.09,62.59,0,62.96,0,0,0,0,67.36,0,0,0,0,0,0,0,0,0
2024-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.95,0,57.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.68,61.77,0,0,0,0,0,0,0,0,67.33,0,0,0,0,0,0,0,0,0
2024-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.93,0,57.41,57.09,56.94,57.02,56.99,0,0,0,57.19,0,57.71,56.9,0,58.55,0,58.47,0,57.7,59.03,58.63,0,0,59.44,59.94,60.95,61.38,61.86,62.76,63.31,64.4,0,0,65.35,65.45,0,0,0,67.92,0,0,0,0,0,0
2024-01-23,0,0,63.28,0,0,0,0,0,0,0,0,0,0,0,0,57.83,57.69,57.8,57.32,0,57.72,57.34,0,0,57.74,0,57.56,0,0,0,0,57.67,57.93,59.38,59.48,0,59.66,0,0,59.2,60.3,60.68,62.38,61.55,62.97,64.69,0,64.65,0,0,65.66,67.43,0,0,0,0,0,70.1,72.11,0,0,0
2024-01-24,0,0,0,58.14,0,0,0,0,0,0,0,0,0,0,0,0,55.94,0,0,56.88,0,0,0,0,57.22,0,57.61,0,0,0,58.28,57.86,0,0,0,0,59.55,0,0,0,60.03,60.39,62.04,60.91,63.12,63.67,0,64.64,0,65.81,65.25,64.72,0,0,68.05,0,0,0,0,74.39,0,0
2024-01-25,0,0,0,0,0,0,56.56,0,0,0,0,0,0,0,56.63,0,0,0,0,55.83,57.12,0,0,56.63,0,0,57.6,0,0,0,0,57.72,0,0,0,0,58.31,0,0,0,0,59.4,0,61.74,62.29,63.97,0,64.1,0,65.4,0,65.55,0,66.64,0,67.8,0,0,0,0,0,0
