,34000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-01-10,0,0,0,0,79.75,84.68,64.58,64.73,66.33,70.73,73.89,80.7
2022-01-11,0,0,0,0,0,0.0,67.2,61.8,60.76,60.08,81.95,91.22
