,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,56000
2021-08-28,0,0,0,0,0,79.9,77.65,76.38,76.32,76.27,84.08,81.29,92.94
2021-08-29,0,0,0,0,0,71.14,69.84,70.73,86.18,92.62,90.92,120.1,0
