,39000,40000,41000,42000,43000,44000,45000,46000
2022-01-15,0,0,0,1249.03812,517.69068,172.68576000000002,43.332,43.44832
2022-01-16,0,0,0,1498.8159300000002,301.9212,21.615095,21.654555,0
