date,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000
2021-02-20,2265.9367500000003,1643.2706549999998,1282.62743,696.053125,502.42508999999995,278.53544999999997,283.82705000000004,111.44202,55.891830000000006,84.57249,27.862805
2021-02-21,2410.50088,1942.429695,1724.0855999999999,1063.681735,517.91778,288.4986,143.8981,28.680125,57.20596,28.594415,0.0
