date,6500,6750,7000,7250,7500,7750,8000,8250,8500,8750,9000,9250,9500,9750,10000,10250,10500,10750,11000,11250,11500,11750,12000,12250,12500,12750
2019-10-24,0.0,0.0,0.0,0.0,305.55947000000003,190.047675,149.05280000000002,96.82048999999999,63.346590000000006,44.71146,22.31382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-25,1141.011,2040.150695,1503.4605000000001,564.63435,1239.84287,989.5244,820.59765,643.8893449999999,517.9974000000001,374.136105,281.057725,218.43427499999996,173.3668,124.42609500000002,120.28198,82.11847499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-26,0.0,0.0,0.0,3106.32731,2852.86146,1534.84965,1326.5715149999999,1094.2797799999998,950.1335999999999,859.8998650000001,859.7115,537.96908,485.58195,349.18191,300.88475999999997,264.27236,196.42378499999998,167.70731,174.01605999999998,109.506,104.84814499999999,198.47054500000002,97.386975,122.76212,98.18256,55.088879999999996
2019-10-27,2826.9504500000003,0.0,0.0,2541.0294949999998,1892.23668,2081.282775,1480.55167,1467.314175,1077.89636,1102.25577,1042.39828,765.5967999999999,714.0296999999999,600.65352,535.4689999999999,364.63660000000004,287.8914,195.26291,207.362555,133.27818000000002,159.450225,0.0,106.54192999999998,0.0,77.38911999999999,72.734475
2019-10-28,0.0,0.0,0.0,0.0,2048.24808,1710.25764,1404.77604,0.0,1082.1178,876.965485,0.0,602.3392,452.855655,426.56264999999996,239.85181999999998,260.95685000000003,192.95215,197.07576,132.2279,173.20445999999998,99.36580500000001,85.32809999999999,74.84944,0.0,57.9147,37.57924
2019-10-29,0.0,0.0,0.0,0.0,0.0,1693.6577999999997,1287.3084000000001,1025.1192,857.0855150000001,830.1432749999999,682.8158749999999,576.47928,419.15306499999997,339.50951999999995,259.37697499999996,182.684385,146.33115999999998,99.103305,59.239374999999995,70.82707500000001,51.95690499999999,46.946450000000006,37.836400000000005,28.374090000000002,23.645599999999998,18.87436
2019-10-30,0.0,0.0,0.0,0.0,1541.4330000000002,0.0,1190.5332300000002,966.5768999999999,780.47649,645.0157,514.86848,359.21925,275.9094,183.02200000000002,119.27148999999999,95.369715,69.221025,50.73431,40.81527,46.526650000000004,32.210325000000005,18.38474,18.3885,9.06084,4.579935000000001,4.568815
2019-10-31,0.0,0.0,0.0,0.0,0.0,1636.8642,992.2122,1073.5521600000002,750.5066400000001,585.4848000000001,420.8057,329.64804,251.75039999999998,187.61272000000002,137.2614,64.33056,73.99664,55.40334,45.75525,36.6042,4.59504,23.134275,13.762365,9.12483,13.862415,9.12137
2019-11-01,0.0,0.0,2204.904,0.0,1654.4558399999999,0.0,0.0,1043.00921,822.6261099999999,528.23384,414.10575,305.25495,180.198135,119.86793,78.629845,46.08505,32.413605000000004,18.25396,13.808835,4.603305000000001,9.20655,9.24124,4.585515,4.574260000000001,0.0,4.569850000000001
2019-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1278.1915700000002,1030.093865,856.71044,609.4730400000001,491.795325,288.80189,172.17598499999997,97.819995,79.506195,51.417519999999996,23.295075,18.61502,13.956135,13.961115,9.30647,9.307620000000002,4.655635,0.0,0.0,4.657055000000001
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1253.11352,929.4283950000001,0.0,493.3764,286.48935,221.57424,115.11600000000001,73.39967999999999,36.88296,23.045075,23.222675,13.76838,13.74669,0.0,9.173639999999999,0.0,4.576065,4.602625,4.5879650000000005,9.28657
2019-11-04,0.0,0.0,0.0,0.0,1989.2502000000002,0.0,0.0,1191.24797,919.38504,808.67555,474.16672000000005,334.58323999999993,183.48739500000002,103.57401999999999,61.285639999999994,37.70868,18.810599999999997,9.331010000000001,18.84748,14.13441,14.130585,4.702694999999999,4.696455,4.709675000000001,4.7133,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.52912,696.57828,420.2208,238.03102499999997,111.81396,60.651695000000004,42.154109999999996,13.9911,18.7648,18.88962,9.322790000000001,9.29023,4.683565,4.690939999999999,4.64354,0.0,4.730805,4.731225
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.3319000000001,0.0,372.1196,205.91603999999998,88.769045,41.940855,28.07628,18.7189,9.299959999999999,4.6357349999999995,4.679835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.51672,0.0,489.031,248.66109,64.48183,4.6067100000000005,4.6015,4.58642,4.608775,4.630625,4.654495,4.650715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
