date,58000,59000,60000,61000,62000,63000,64000,65000,66000,68000
2021-04-11,2024.0519600000002,1401.6589099999999,958.43088,600.1314,330.17963,210.00878500000002,179.22192,89.140395,29.77471,29.89459
2021-04-12,2126.39817,1107.410555,601.5953,119.82738,59.91252,29.93897,30.10418,90.63744,30.255119999999998,0.0
