date,18000,18500,19000,19500,20000,20500,21000,22000,23000
2022-06-30,0.0,661.3005,962.6541900000001,636.93312,297.77594999999997,129.01083,59.86700999999999,9.531395,0.0
2022-07-01,1669.7808,1065.86755,326.60026,106.64367999999999,9.621515,9.701855,9.64269,9.83693,10.154209999999999
