,17000,18000,18250,18500,18750,19000,19250,19500,19750,20000
2022-09-24,0,1149.675,0,539.99862,0,227.24352,0,56.75637,0,18.8906
2022-09-25,0,0,0,338.58,159.66527500000004,56.34327,37.6829,9.40495,9.495275,9.446205
