,21000,22000,22500,23000,23500,24000,24500,25000,26000
2022-08-16,0,0,0,0,721.3557,323.05878,131.30452499999998,35.82171,11.976555
2022-08-17,0,0,0,479.72747,81.74943,11.661225,11.684355,11.676425,12.099595
