date,9375,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625,10750,10875,11000,11125
2020-06-02,200.82547999999997,214.25175,156.96516000000003,118.92275000000001,75.90968,62.067135,38.09048000000001,42.649469999999994,14.239574999999999,14.261115,18.9553,9.45144,34.209945000000005,4.7647200000000005,4.729465
2020-06-03,238.66174999999998,178.46283999999997,96.5151,28.69539,14.37174,9.5691,4.803715,4.779735,4.788045,4.747495,4.75013,0.0,0.0,0.0,0.0
