date,32000,33000,34000,35000,36000,37000,38000
2021-07-01,1415.0345399999999,983.1641999999999,517.58034,268.43832000000003,66.62136,33.50335,16.599135
2021-07-02,1333.691325,632.2301299999999,372.92078999999995,50.663685,16.74485,16.729955,16.703509999999998
