date,40000,41000,42000,43000,44000,45000,46000
2022-01-07,1654.4076000000002,1235.48891,394.27717,124.55979,41.55142,20.747335,21.173840000000002
2022-01-08,1063.4824199999998,1049.2037500000001,166.74572,84.31718,20.40151,20.86006,0.0
