date,26500,27000,27250,27500,27750,28000,28250,28500,28750,29000,29500,30000,30500,31000
2023-04-02,0.0,0.0,0.0,0.0,647.38399,391.64776,279.3449,238.30396,168.50124,126.56078999999998,56.308460000000004,28.0963,14.016745,14.156110000000002
2023-04-03,1585.9877700000002,1137.9042000000002,469.49478000000005,374.5818,250.85744999999997,97.311235,41.701425,41.973075,13.897504999999999,13.89686,28.16138,14.089375,14.14392,0.0
