date,100000,102000,103000,104000,105000,106000,107000,107500,108000,108500,109000,109500,110000,111000,112000,113000,114000,115000,116000,118000,122000,124000,126000
2025-06-26,8055.11175,5530.14828,4847.75865,4102.76614,2830.090663,2267.50167,909.57038,0.0,514.0770239999999,0.0,246.303619,0.0,139.01602,75.05727599999999,32.126649,32.203931999999995,21.417766,21.393448000000003,21.445888,0.0,10.697378,10.747299000000002,10.710048
2025-06-27,0.0,0.0,4455.61098,3489.3339,2523.05682,1720.2352,428.19332,0.0,149.856672,0.0,64.27930799999999,0.0,32.062706999999996,10.724899,10.701227000000001,10.682329,10.709454,10.761123,10.677146,10.728602,0.0,0.0,0.0
2025-06-28,7525.777000000001,0.0,0.0,0.0,2405.070752,0.0,515.4934559999999,161.087385,53.67559,42.953520000000005,21.471298,21.470926000000002,10.737656,10.740274000000001,10.740724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
