date,7625,7750,7875,8000,8125,8250,8375,8500,8625
2020-03-09,0.0,143.213865,133.96068,90.434505,43.11868,35.605215,23.724030000000003,15.794440000000002,3.88194
2020-03-10,295.987125,101.29834,115.24281,47.78184,15.89076,7.92678,3.961545,7.80902,4.05428
