date,37000,38000,39000,40000,41000,42000
2022-01-31,1454.19388,845.57814,268.81183000000004,115.72076999999999,38.39179,0.0
2022-02-01,1537.1635999999999,654.98178,155.0488,38.64997,19.48746,19.297810000000002
