date,41000,42000,43000,44000,45000,46000,47000,48000
2022-04-07,0.0,0.0,712.065915,370.587165,131.13159,21.690745,43.40027,21.69538
2022-04-08,1775.0562600000003,400.61234,63.43626,21.19102,21.50298,21.952759999999998,0.0,0.0
