,17000,18000,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000,25000
2022-06-27,0,0,0,0,890.2595299999999,466.10685,249.44616,104.1125,51.7901,20.78835,10.384465,10.384385,10.715045
2022-06-28,0,0,0,0,365.22738,50.612675,10.13783,10.125045,10.34098,10.348875,0,0,0
