,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-03-17,0,0,0,0,0,0,655.50576,244.72404,81.85298,40.85532,20.350495,20.4385
2022-03-18,0,0,0,0,0,1513.7134,835.687,146.27067000000002,20.881125,20.396335,0,0
