date,33000,34000,35000,36000,37000,38000,39000,40000
2021-06-19,0.0,0.0,1366.67152,553.75951,248.61382000000003,71.29168,35.90708,36.00363
2021-06-20,1236.78352,1062.40833,854.52672,285.35152000000005,71.66489999999999,17.954,35.046910000000004,0.0
