date,16500,16750,17000,17250,17500,18000
2022-12-03,474.96708,228.78990000000002,126.84862500000001,59.141284999999996,33.83326,8.44055
2022-12-04,466.114,420.37541000000004,206.1966,51.46659,8.556790000000001,8.484504999999999
