,10000,12000,14000,15000,16000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,27500,27750,28000,28250,28500,28750,29000,29250,29500,29750,30000,30250,30500,31000,32000,33000,34000,35000,36000,38000,40000,42000,44000,45000,46000,48000,50000,55000,60000,65000
2023-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082.93368,0,0,0,2609.6967,0,0,2608.98176,1965.842325,1653.85956,1556.63279,1345.68998,1275.4664299999995,989.86872,635.62686,559.45804,407.0395,0,402.361695,0,264.16844999999995,162.01262,119.48512,73.242675
2023-04-28,0,0,0,0,0,0,0,0,0,0,0,0,5624.6635,0,0,0,0,3658.79,0,0,0,3161.90952,0,0,0,2672.60703,0,0,2274.33492,1985.31372,1740.92121,1457.9070000000002,1284.61476,1127.200305,846.445248,642.8054599999999,511.4716250000001,408.21298,0,323.27427,264.50046,220.416075,146.06735,0,0
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.13379,1410.49872,1204.63002,1042.422355,779.7230149999999,602.525955,498.67052000000007,351.84444,0,292.696,234.65016,0,0,0,58.81206
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,5186.96088,0,0,0,0,0,0,0,3466.0243200000004,0,0,0,2505.09142,0,0,0,1952.63285,1611.2129,1373.90259,1369.91772,0,893.7431999999999,670.5773999999999,0,382.48587,0,308.407575,0,0,118.88536,73.9449,0
2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791.7520000000004,0,0,0,2363.38895,0,0,0,2048.31576,0,0,1954.182385,1441.30784,1458.83052,1392.3128749999998,863.40859,797.1193499999999,686.5629600000001,461.607795,349.59175000000005,328.94232,0,256.96692,199.73499,172.18488,113.86228,57.10784,0
2023-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796.8495000000003,0,0,0,1996.56331,0,0,1666.595,1531.64466,1424.4852600000002,1174.91814,983.090265,728.3814199999999,533.45464,439.43182,321.992065,0,0,0,200.86843,140.22295,112.12424,0,0
2023-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,4159.73418,0,0,0,2961.917695,0,0,0,2440.85974,0,0,0,2516.50018,0,0,0,1463.3740449999998,1321.350045,1155.960315,949.11262,843.15779,611.560405,487.07006,385.37478,312.72108999999995,0,258.10533,199.06236,174.06534,116.6228,72.974975,0
2023-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,4319.58,0,0,0,3184.343695,0,0,0,2764.985348,0,0,0,2382.222975,0,0,2020.27,0,1477.737472,1286.693915,1119.293945,1035.514055,0,574.925726,0,364.138,0,280.240178,248.42491,202.7298,132.08840999999998,0,0
2023-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4540.32852,0,0,0,3401.7196150000004,0,0,0,3106.005,0,0,0,2693.51992,0,0,0,1896.984345,1518.36932,1405.454225,1188.975915,979.36044,783.0614850000001,540.0549599999999,436.90965,348.0936,0,0,252.12717000000004,174.38208,118.06364,88.88628,59.2944
2023-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512.61032,0,0,0,2161.218455,0,0,0,1535.03163,1391.23344,0,1085.39944,770.3691299999999,0,557.10964,372.26683,322.78367,0,0,205.81617,157.62296,118.0444,0,0
2023-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479.96023,0,0,0,2078.53995,0,0,1867.69683,1530.64035,1285.8988499999998,1083.67754,964.18695,793.785025,591.55456,446.977685,363.49925,275.00942,0,216.24375,0,160.30415499999998,0,0,0
2023-05-08,0,0,0,0,0,0,0,0,0,0,0,4541.374615000001,0,3156.13221,0,0,0,2297.9876350000004,0,0,0,1901.2991400000003,0,0,0,1570.94736,0,0,1355.09108,1087.51321,1004.5238399999998,756.78405,644.3728199999999,521.1415,412.0434,334.79988000000003,250.41591,194.78382,0,211.66515,139.9632,96.27891,82.69362000000001,0,42.888255
2023-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,3309.4572,2875.70196,0,0,2384.80494,0,0,0,1897.85052,0,0,0,1536.36336,0,0,1295.93194,1097.40739,907.66764,0,0,549.8406,0,303.36382999999995,234.312955,0,0,0,0,96.68477,0,0,0
