date,26500,26750,27000,27250,27500,27750,28000,28500,29000,30000
2023-06-02,0.0,377.28641999999996,367.041915,245.27114999999998,163.74384,81.7653,67.979375,40.759905,13.630895,0.0
2023-06-03,499.03916499999997,0.0,257.877025,81.22164000000001,27.074360000000002,13.525530000000002,13.528170000000001,13.58384,0.0,13.596165000000001
2023-06-04,762.4181600000001,0.0,480.45585000000005,67.81535,27.10846,13.587175,13.59713,0.0,0.0,0.0
