,32000,34000,36000,38000,40000,42000,44000,46000,48000,50000,52000,53000,54000,55000,56000,57000,58000,59000,60000,62000,64000,66000,68000,70000,72000,74000,76000,78000,80000,84000
2021-02-18,131.41,0,121.02,118.34,115.02,109.88,107.71,106.96,107.77,106.43,107.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,151.5,0,130.48,122.56,115.64,109.24,95.62,105.61,102.55,100.31,100.58,0,100.03,0,98.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-20,142.88,0,130.37,118.67,113.72,112.06,104.61,101.43,98.64,96.91,96.7,0,96.21,0,96.27,0,93.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,150.06,0,0,132.77,124.76,117.57,114.18,113.26,102.73,107.78,104.64,0,101.63,0,102.49,0,101.71,0,103.0,99.4,0,0,0,0,0,0,0,0,0,0
2021-02-22,154.68,150.51,145.63,132.96,126.42,121.89,120.8,116.17,120.1,118.37,108.0,0,108.43,0,106.8,0,99.4,0,102.98,98.81,0,0,0,0,0,0,0,0,0,0
2021-02-23,150.81,141.74,137.23,136.99,132.73,132.56,127.29,125.78,126.01,124.92,121.86,0,120.0,0,0,0,129.99,0,120.88,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,143.03,132.48,129.52,124.37,118.87,114.75,113.12,114.8,110.36,115.02,116.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,143.04,131.48,131.09,127.15,121.62,119.38,115.45,115.59,112.23,107.61,104.36,0,100.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,140.37,127.97,122.34,121.04,118.53,111.25,112.97,110.02,101.63,95.77,121.1,0,117.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,134.83,127.33,118.04,117.87,107.67,107.45,102.76,98.91,96.63,106.41,93.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,137.61,129.06,125.15,124.0,119.59,115.52,108.79,105.73,106.24,85.95,0,0,101.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,140.18,126.01,119.22,117.1,112.43,108.83,101.75,100.64,97.6,96.36,0,0,98.91,0,111.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,128.84,127.17,116.36,109.23,102.84,99.25,95.77,90.89,92.47,91.68,91.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,132.07,125.23,120.57,113.43,109.41,100.55,98.22,93.7,91.55,94.36,90.91,0,93.58,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,141.74,132.91,121.96,118.0,106.57,102.34,93.02,95.16,88.73,95.78,97.65,0,94.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-05,142.6,131.94,123.7,117.12,113.44,103.77,97.69,92.68,89.96,89.88,92.28,0,97.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,151.71,147.21,135.69,116.02,110.6,103.54,90.78,94.34,87.93,83.84,83.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,176.4,161.01,140.54,126.66,120.91,115.86,108.95,97.21,91.59,86.62,85.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,181.82,159.94,164.42,140.46,139.56,126.92,106.0,99.91,92.43,89.34,86.23,0,85.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,0,0,199.22,175.53,152.88,145.59,122.44,115.92,92.68,84.15,87.46,80.19,84.29,0,86.57,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,0,0,275.36,209.51,184.02,163.94,168.3,154.57,130.42,109.4,110.56,100.89,90.9,94.26,90.71,86.76,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,0,0,183.53,151.16,250.41,203.09,147.0,149.2,143.78,100.36,107.63,96.02,89.62,121.65,115.43,0,0,0,0,0,0,0,0,0,0,0
