,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-04-10,96.88,0,0,63.18,57.5,51.72,45.15,48.54,41.4,0
2022-04-11,0,80.83,74.4,49.34,72.34,105.91,116.76,0,85.35,0
