,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000
2022-04-28,101.78,84.86,73.08,70.27,62.38,55.25,54.05,0,0,0
2022-04-29,0,99.29,72.48,46.2,34.21,0.0,0,0,0,0
