,15750,16000,16250,16500,16750,17000,17250,17500,18000
2022-12-23,57.41,52.62,33.91,20.2,21.64,19.57,28.37,0,0
2022-12-24,0,0,35.64,32.56,18.11,20.1,0,0,0
