,17000,18000,18500,18750,19000,19250,19500,19750,20000,20250,20500,21000,22000
2022-09-15,111.71,94.91,92.81,0,81.97,0,73.18,0,66.82,0,68.34,63.62,0
2022-09-16,137.71,97.88,79.33,76.75,68.08,51.38,49.59,57.9,43.5,0,64.0,0.0,0
