,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,52000
2021-08-08,106.87,102.18,88.55,85.51,84.12,85.59,82.34,78.06,87.46,89.87,0,0,0
2021-08-09,112.51,141.16,110.95,161.23,105.71,96.35,95.31,84.42,85.1,0,0,0,0
