,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000
2022-04-08,80.02,73.23,59.0,50.23,51.18,43.25,52.79,0,0,0
2022-04-09,0,61.86,49.0,52.33,37.4,41.92,0.0,0,0,0
