,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39250,39500,39750,40000,40250,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44500,45000,45500,46000,46500,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000
2023-11-23,0,0,0,0,0,76.75,76.28,71.88,69.28,66.98,61.78,58.73,54.34,52.88,52.62,51.97,50.01,51.1,50.58,49.13,49.21,0,49.23,50.1,50.61,48.37,49.08,51.48,52.18,0,0,0,52.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,0,99.25,93.59,0,0,79.98,74.87,73.22,67.25,63.86,60.57,57.44,55.41,53.99,52.77,50.76,49.55,50.88,48.71,50.46,47.79,47.64,48.33,47.9,48.02,48.36,48.62,52.25,53.14,0,52.22,0,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,102.63,96.1,94.58,0,81.96,0,72.58,69.11,64.27,59.58,57.73,54.8,53.86,51.67,50.94,0,0,48.17,48.08,46.27,46.09,45.47,46.36,46.59,0,46.37,47.62,47.73,47.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,0,0,0,0,0,0,76.37,70.75,64.39,61.11,58.8,57.15,0,52.76,51.88,51.25,49.89,49.19,48.15,46.57,48.16,47.68,46.74,47.96,48.18,48.46,48.2,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,0,0,98.54,0,89.38,0,75.82,74.21,66.56,65.49,60.87,57.38,53.3,51.73,51.87,49.33,48.5,46.18,45.58,45.7,44.77,45.54,44.43,44.88,44.75,45.91,48.81,49.6,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,0,107.02,99.25,0,0,85.84,83.38,81.48,0,71.13,66.01,62.47,56.99,50.71,52.03,52.07,50.67,50.45,47.27,45.86,46.48,44.45,44.69,44.48,44.83,45.08,46.2,47.54,48.52,0,47.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,0,0,106.62,0,0,89.94,83.44,77.26,0,68.06,0,61.05,57.51,57.79,56.73,56.38,51.36,49.55,48.99,47.67,47.36,45.13,44.77,45.19,44.9,45.84,46.65,47.58,0,0,0,0,48.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,0,0,0,0,0,0,84.84,0,0,69.98,67.11,62.72,0,55.69,54.35,53.55,48.32,48.73,48.93,44.86,44.14,43.3,42.67,41.65,42.39,43.59,42.85,45.97,48.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,0,0,0,0,0,0,86.98,84.09,77.39,73.34,68.34,65.37,60.37,57.23,58.4,53.52,54.93,50.91,50.26,48.98,48.31,46.16,45.18,43.75,43.91,44.86,44.22,44.65,45.3,0,46.05,0,47.09,0,47.81,0,0,0,48.27,0,49.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,0,0,115.96,0,0,0,0,0,0,76.03,75.53,65.07,63.68,62.45,57.75,58.75,51.49,49.63,53.53,50.29,51.78,50.01,48.38,47.54,47.72,47.37,47.77,47.42,47.39,0,47.87,0,48.61,0,0,0,0,0,0,0,51.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,0,0,0,112.7,0,0,0,0,0,85.14,0,78.18,72.39,64.34,62.76,59.11,57.88,58.99,56.63,56.84,51.66,51.52,50.43,50.35,48.21,48.64,49.52,47.84,48.33,0,48.55,0,48.47,0,50.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,0,0,0,0,0,119.83,0,0,0,98.27,93.72,87.16,76.99,0,78.53,74.37,69.39,68.73,65.02,64.88,61.98,57.41,59.06,54.61,53.97,52.2,53.23,49.31,50.01,0,48.29,0,48.66,0,49.27,0,49.52,0,49.26,0,49.51,0,50.33,0,54.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.78,0,0,0,0,0,0,0,0,0,0,0
