,16000,17000,18000,18500,19000,19500,20000,20500,21000,21500,22000,23000
2022-07-14,136.09,148.93,120.4,94.95,85.65,81.39,71.31,68.11,66.95,0,85.07,0
2022-07-15,0,0,106.87,97.91,89.9,86.21,82.84,54.18,61.92,52.45,0.0,0
