,30000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000
2021-05-28,212.59,164.01,151.26,139.33,123.58,124.51,111.14,96.32,79.19,71.51,97.05,0
2021-05-29,232.66,202.66,171.5,140.63,119.13,112.45,98.49,135.56,211.17,220.23,245.09,175.23
