,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-10,119.8,114.46,91.8,85.44,71.4,64.4,62.08,75.58,61.69
2021-07-11,0,107.69,101.01,89.28,98.1,72.63,83.65,0,0
