,12000,13000,14000,15000,16000,17000,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23250,23500,23750,24000,24250,24500,24750,25000,25250,25500,25750,26000,26500,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,39000,40000
2023-02-23,0,123.87,130.84,84.2,78.93,73.93,66.57,0,62.78,0,59.21,58.1,56.32,53.7,54.45,51.24,52.32,0,50.8,0,51.75,0,51.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-24,0,0,0,78.42,68.32,65.21,60.34,0,57.94,0,55.03,51.29,48.62,50.25,46.44,46.35,47.79,0,50.72,0,46.35,0,52.52,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
2023-02-25,0,0,0,0,0,64.7,58.07,0,52.44,51.43,49.9,49.6,47.37,46.63,45.95,45.89,44.73,0,46.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-26,0,0,0,0,71.77,0,63.47,0,52.34,57.0,54.77,52.5,50.94,49.47,48.19,48.22,47.66,0,48.39,0,48.75,0,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-27,0,0,0,0,0,74.42,67.77,0,57.59,56.36,54.66,51.21,50.77,50.07,47.71,46.77,46.53,0,46.18,0,46.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-28,0,0,0,0,0,67.48,62.94,0,56.87,56.09,53.43,52.03,50.34,49.32,48.82,47.61,46.51,0,45.91,0,45.82,0,45.78,0,0,0,0,0,0,0,0,0,57.74,0,0,0,0,0,0,0,0,0,0
2023-03-01,0,0,0,0,0,71.48,71.72,0,65.83,62.16,60.05,58.59,55.21,54.82,53.22,51.65,50.96,0,50.51,0,51.28,0,51.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-02,0,0,0,0,0,69.68,0,0,62.93,61.13,58.54,56.12,55.71,53.63,51.05,49.46,48.37,0,48.16,0,47.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,0,0,0,0,0,72.27,61.88,0,58.84,55.69,53.42,50.62,50.24,48.4,47.27,47.35,46.81,0,45.55,0,48.14,0,0,0,49.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04,0,0,0,0,0,65.74,67.88,0,56.26,53.13,54.3,49.49,47.72,46.88,44.64,43.24,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05,0,0,0,0,0,71.54,68.2,0,59.46,54.8,54.58,51.25,47.24,46.64,44.6,43.93,43.68,0,44.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06,148.82,0,0,0,0,72.49,65.22,0,58.52,58.33,58.46,52.0,49.43,47.54,45.9,45.74,45.72,0,47.16,0,49.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07,0,0,0,0,0,74.19,71.68,0,64.44,59.93,57.18,54.39,51.2,49.16,47.27,48.65,48.22,0,0,0,53.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08,0,0,0,0,89.64,73.83,66.61,0,60.47,59.12,55.53,52.23,49.53,46.58,46.52,45.45,47.12,0,48.23,0,0,0,0,0,63.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09,0,0,0,103.13,83.64,76.25,68.41,0,58.55,55.66,52.3,50.85,51.21,48.89,53.68,54.81,56.52,0,61.76,0,0,0,50.72,0,67.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
