,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000
2021-12-18,105.99,101.88,98.84,84.49,85.74,69.12,66.05,63.81,57.67,65.06,0,0,0
2021-12-19,138.56,0,119.3,114.82,113.46,81.39,66.97,59.69,61.84,57.31,67.63,0,0
